,AIRPORT,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME
11771,XWS,70.49972222,-149.87944444,Oliktok LRRS
11772,XWT,57.45,-158.0,Nushagak Bay Airport
11773,XWU,32.55833333,-87.30972222,Perry County
11776,XWW,43.74277778,-111.09666667,Teton Peaks
11780,XXD,34.91138889,-100.86944444,Smiley Johnson Municipal/Bass Field
11782,XXE,40.06666667,-74.17777778,Lakewood Airport
11783,XXG,42.5,-71.11777778,Arthur D. Little Heliport
11789,XXN,39.45138889,-123.37222222,Ells Field-Willits Municipal
11791,XXO,37.14027778,-113.30611111,General Dick Stout Field
11793,XXP,38.99055556,-122.90083333,Lampson Field
11795,XXR,37.51083333,-120.03944444,Mariposa-Yosemite
11797,XXS,43.93083333,-123.00666667,Hobby Field
11799,XXT,47.69555556,-114.18527778,Polson Airport
11801,XXU,42.19027778,-122.66055556,Ashland Municipal-Sumner Parker Field
11803,XXV,48.49972222,-122.81388889,Decatur Shores
11806,XXW,30.18194444,-82.57694444,Lake City Gateway
11808,XXX,34.54527778,-94.20277778,Mena Intermountain Municipal
11810,XXY,40.55388889,-124.13277778,Rohnerville
11812,XXZ,35.08333333,-108.79166667,Black Rock
11829,YAK,59.50333333,-139.66027778,Yakutat Airport
12032,YIP,42.23916667,-83.53083333,Willow Run
12052,YKM,46.56805556,-120.54416667,Yakima Air Terminal/McAllister Field
12054,YKN,42.91666667,-97.38583333,Chan Gurney Municipal
12121,YNG,41.26166667,-80.68027778,Youngstown-Warren Regional
12284,YUM,32.65666667,-114.60583333,Yuma MCAS/Yuma International
12481,ZNC,60.98055556,-159.99361111,Nyac Airport
12534,ZXB,35.14527778,-106.79527778,Double Eagle II
12536,ZXC,41.84555556,-123.98472222,Ward Field
12541,ZXF,64.11666667,-157.35,Illinois Creek Airport
12542,ZXH,55.23916667,-132.11416667,Chomondely Sound Airport
12543,ZXI,55.50055556,-132.4875,Coal Bay Airport
12544,ZXJ,55.48833333,-132.33333333,Happy Harbour Airport
12545,ZXK,55.21666667,-132.08638889,Lancaster Cove Airport
12546,ZXL,55.2,-132.23833333,Reid Cove Airport
12547,ZXM,55.40861111,-132.32916667,Saltery Cove Airport
12548,ZXN,55.29888889,-132.145,Clover Bay Airport
12549,ZXO,56.18416667,-133.31055556,El Capitan Peak
12550,ZXP,56.23722222,-133.18888889,Salmon Bay Lake Airport
12552,ZXT,38.77583333,-122.9925,Cloverdale Municipal
12553,ZXU,41.59722222,-71.41222222,Quonset State
12556,ZXV,41.44611111,-85.93611111,Nappanee Municipal
12558,ZXW,39.71055556,-121.61638889,Paradise Skypark
12560,ZXX,46.21861111,-119.21,Vista Field
12562,ZXY,38.78638889,-108.06361111,Blake Field
12564,ZXZ,47.65611111,-120.05638889,Waterville Airport
12570,ZZV,39.94444444,-81.89222222,Zanesville Municipal
12571,FHB,30.61194444,-81.46111111,Fernandina Beach Municipal
12584,BVU,61.17305556,-151.04555556,Beluga Airport
12610,TX8,33.48527778,-101.66166667,Slaton Municipal
12612,MS2,30.4875,-89.65111111,Picayune Municipal
12617,UOS,35.20527778,-85.89805556,Franklin County
12623,GUF,30.28972222,-87.67166667,Jack Edwards
12625,AL4,31.30833333,-86.39222222,South Alabama Regional at Bill Benton Field
12628,MI4,44.62527778,-86.20083333,Frankfort Dow Memorial Field
12630,NY4,44.67666667,-74.94833333,Potsdam Municipal Damon Field
12631,ADT,34.80416667,-96.67111111,Ada Municipal
12632,WNC,55.84972222,-133.22777778,Naukati Bay Seaplane Base
12634,L41,36.81083333,-111.64444444,Marble Canyon Airport
12636,6B0,43.98555556,-73.09555556,Middlebury State
12640,U36,42.92111111,-112.88083333,Aberdeen Municipal
12657,CT1,41.68944444,-72.86472222,Robertson Field
12658,NY5,41.7075,-73.73805556,Sky Acres
12664,ID1,43.74277778,-111.09666667,Driggs-Reed Memorial
12673,PGR,36.06388889,-90.50916667,Kirk Field
12675,AZ4,33.7875,-113.6425,Sheepy Hollow Ranch
12678,SD2,43.22166667,-99.40333333,Gregory Municipal Flynn Field
12680,VGC,42.84333333,-75.56111111,Hamilton Municipal
12682,AL5,32.46388889,-87.95416667,Demopolis Regional
12691,S24,41.29583333,-83.03722222,Sandusky County Regional
12698,MD1,38.94138889,-76.7725,Freeway
12704,MS3,32.79916667,-89.12611111,Philadelphia Municipal
12706,MN4,46.45,-95.21083333,Wadena Municipal
12707,OH8,40.88555556,-83.86861111,Bluffton Airport
12710,AA7,65.67361111,-162.46416667,Independence Creek Airport
12712,BEC,37.69388889,-97.215,Beech Factory
12714,GA4,34.17611111,-83.56166667,Jackson County
12724,MA2,42.59166667,-72.52305556,Turners Falls
12734,MA3,41.87444444,-71.01638889,Taunton Municipal King Field
12736,AK1,65.77277778,-165.89027778,Kelly Creek Airstrip
12737,AK2,60.71027778,-151.72111111,Bear Fish Camp Airport
12738,PNN,45.20055556,-67.56444444,Princeton Municipal
12742,CT2,41.93277778,-72.77694444,Simsbury Airport
12743,WV2,37.85555556,-81.91583333,Logan County
12744,AL6,30.46055556,-87.87694444,H. L. Sonny Callahan
12745,NY7,42.91388889,-76.44083333,Skaneateles Aero Drome
12746,NY6,42.99805556,-74.32944444,Fulton County
12747,MN5,44.58944444,-92.485,Red Wing Regional
12750,NC6,36.36111111,-78.52972222,Henderson Oxford
12751,ME2,44.3025,-68.91055556,Islesboro Airport
12753,PA3,41.51555556,-75.25166667,Cherry Ridge
12754,AK3,64.19805556,-147.92861111,Gold King Creek
12757,AK4,67.58055556,-148.16472222,Squaw Lake Airport
12758,TN9,35.85777778,-83.52861111,Gatlinburg-Pigeon Forge
12760,NC7,34.73388889,-76.66027778,Michael J. Smith Field
12761,IN3,39.93527778,-86.045,Indianapolis Metro
12762,NY8,40.98694444,-72.51916667,Mattituck Airport
12766,WA9,48.105,-119.72055556,Anderson Field
12768,CA6,34.52888889,-114.43194444,Chemehuevi Valley Airport
12771,PA4,40.18777778,-77.17416667,Carlisle Airport
12772,DE2,39.52111111,-75.72361111,Summit
12774,BPI,42.58222222,-110.10888889,Miley Memorial Field
12778,PGC,38.995,-79.14583333,Grant County
12779,PA5,39.99,-75.58194444,Brandywine
12781,MA4,42.0975,-70.67305556,Marshfield Municipal George Harlow Field
12782,MVC,31.45805556,-87.35111111,Monroe County
12783,VA5,37.70888889,-77.43666667,Hanover County Municipal
12787,OH9,41.13138889,-81.765,Medina Municipal
12789,FL6,26.73527778,-81.05111111,Airglades
12793,TOI,31.86,-86.01388889,Troy Municipal Airport at N Kenneth Campbell
12794,LA1,31.73583333,-93.09916667,Natchitoches Regional
12795,CTZ,34.975,-78.36555556,Clinton Sampson County
12796,IN4,39.83083333,-86.29444444,Eagle Creek Airpark
12797,ME3,44.40944444,-69.01194444,Belfast Municipal
12798,OBE,27.26666667,-80.85027778,Okeechobee County
12799,RBW,32.92111111,-80.64055556,Lowcountry Regional
12800,MA5,42.32805556,-72.61111111,Northampton Airport
12804,IA4,41.40111111,-92.94583333,Pella Regional Health Center Heliport
12805,NH1,42.9625,-70.82861111,Hampton Airfield
12806,TX9,31.94722222,-99.98583333,Winters Municipal
12810,NC8,36.04972222,-79.47305556,Burlington Alamance Regional
12811,ME4,44.1575,-70.48138889,Oxford County Regional
12814,JWY,32.45833333,-96.9125,Mid Way Regional
12817,LA2,30.52166667,-90.41833333,Hammond Northshore Regional
12819,OR4,44.09444444,-121.20027778,Bend Municipal
12820,AZ5,34.12944444,-109.31083333,Springerville Municipal
12822,OEO,45.30944444,-92.69,L O Simenstad Municipal
12825,NV2,35.76833333,-115.32972222,Jean Airport
12826,7AK,54.14472222,-165.60416667,Akun Airport
12827,NJ4,39.26333333,-74.6075,Ocean City Municipal
12828,NY9,42.38222222,-77.68222222,Hornell Municipal
12830,1NY,42.63694444,-77.05277778,Penn Yan Airport
12831,NV3,35.44444444,-114.90944444,Searchlight Airport
12832,BBW,41.43638889,-99.64222222,Broken Bow Municipal Kieth Glaze Field
12836,SC4,33.18555556,-80.03611111,Berkeley County
12839,AK5,70.37027778,-150.42111111,Qugruc Airport
12840,AK6,64.07138889,-148.0,Gold King 2 Airport
12841,GA5,33.52972222,-82.51694444,Thomson McDuffie County
12842,SC5,33.06333333,-80.27944444,Summerville Airport
12843,AK7,65.47722222,-150.05083333,Hunter Creek
12844,NJ5,41.20027778,-74.62305556,Sussex Airport
12848,VT1,42.92722222,-72.86555556,Deerfield Valley Regional
12849,MN6,48.75277778,-96.94305556,Hallock Municipal
12854,CT3,41.74416667,-72.18027778,Windham
12858,CA7,37.68888889,-121.44166667,Tracy Municipal
12863,DHB,48.62083333,-123.00305556,Deer Harbor Marina
12882,AK8,60.43333333,-151.48333333,Zips Airport
12885,VT2,44.1175,-72.82694444,Warren Sugarbush
12886,NJ6,39.93416667,-74.80722222,Flying W
12888,ME5,44.42527778,-70.81,Bethel Regional
12890,WI3,45.13583333,-87.18805556,Ephraim Gibralter
12892,AK9,55.73333333,-132.43333333,Tolstoi Bay Airport
12896,ME6,44.50055556,-71.87833333,Cole Dyke
12897,MQI,42.25,-71.0,Quincy Airport
12898,NM1,34.645,-106.83361111,Belen Municipal
12902,AZ6,32.96027778,-112.67361111,Gila Bend Municipal
12903,NC9,34.89138889,-79.75972222,Richmond County
12906,PA6,40.60361111,-79.82611111,Rock
12907,CT4,41.56916667,-73.46194444,Candlelight Farms
12914,WA1,48.68555556,-122.93472222,Camp Orkila Seaplane Base
12917,WA3,48.58527778,-123.00861111,Shaw Islands Water Aerodrome
12919,CT5,41.81972222,-71.90083333,Danielson Airport
12921,T1X,33.65222222,-97.19722222,Gainesville Municipal
12922,KIP,33.86055556,-98.49027778,Kickapoo Downtown
12924,NE3,40.89638889,-97.62416667,York Municipal
12925,AA2,58.70944444,-157.07138889,Icicle Seafoods
12926,ZZZ,,,Unknown Point in Alaska
